Gene	Num_Studies	Studies	Response	SB_count	SB_Response_Summary	SB_Ind_Responses	SB_CellFrac	TCPOBOP_count	TCPOBOP_Response_Summary	TCPOBOP_Ind_Responses	TCPOBOP_CellFrac	Background
LAMTOR3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LARP1B	3	G21_TCPOBOP:L17:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_3:L17_M27_U:M19_SSI	1	SSI	I	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0200022002	FALSE
LARS2	1	G21_SB	G21_SB_Male_AC_1	1	SexBiased_Male	M	00010	0	NotInduced	NA	NA	FALSE
LAS1L	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LATS1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
LATS2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LCK	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LCN12	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
LCN2	2	L17:M19	L17_F3_U:M19_4_WeakMismatch_M	1	Conflict	C	NA	1	Induced_Female_Up_T3	F_U_T3	NA	FALSE
LCP1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
LDB2	1	G22	G22_200000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LDHA	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LDHD	1	M19	M19_1_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
LDLRAD4	2	L17:M19_SSI	L17_M27_U:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
LDLRAP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LEAP2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_2_FC_2	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0002200022	FALSE
LECT1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_5:L17_M3_U_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222222222	FALSE
LECT2	4	G21_SB:G21_TCPOBOP:G22:L17	G21_SB_Female_AC_2:G21_TCPOBOP_Up_AC_5_FC_2:G22_200000000:L17_M27_U	2	SexBiased_Female	F	02200	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2222202002	FALSE
LEFTY1	1	G21_SB	G21_SB_Male_AC_1	1	SexBiased_Male	M	10000	0	NotInduced	NA	NA	FALSE
LEKR1	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LEMD2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LEMD3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LENEP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LEPR	2	G22:M19	G22_220000000:M19_0_Weak_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LETM1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LETMD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LGALS3BP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LGALS4	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_1_FC_0:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Male_Down_T27	M_D_T27	1000000000	FALSE
LGALS6	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	1000000000	FALSE
LGALS8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LGALS9	1	G22	G22_200000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LGR4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LGR5	3	G21_TCPOBOP:G22:L17	G21_TCPOBOP_Down_AC_2_FC_2:G22_200000000:L17_M3_D_M27_D	1	SexBiased_Female	F	NA	2	Induced_Male_Down_Both	B_D_T27,B_D_T3	0100101100	FALSE
LHPP	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_2_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0001100000	FALSE
LHX6	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000022000	FALSE
LIAS	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LIFR	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LIG1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_2:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000020020	FALSE
LIG3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LILRB4	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LIMA1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
LIMCH1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000020000	FALSE
LIMD2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000010010	FALSE
LIMS2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LINGO4	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
LIPC	2	G21_TCPOBOP:G22	G21_TCPOBOP_Down_AC_0_FC_1:G22_020000000	1	SexBiased_Female	F	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
LIPT1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LITAF	2	L17:M19_SSI	L17_M27_D:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
LLPH	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LMAN1	3	G21_TCPOBOP:L17:M19_SSI	G21_TCPOBOP_Up_AC_4_FC_0:L17_M27_U:M19_SSI	1	SSI	I	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0222200000	FALSE
LMBR1L	2	L17:M19_SSI	L17_M27_D:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
LMBRD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LMBRD2	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_0:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0020000000	FALSE
LMF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LMNB2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LMNTD2	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
LMO3	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LMOD2	1	G22	G22_010000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
LMOD3	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LNPEP	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
LNX1	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LNX2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LONP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LOXL4	1	M19	M19_0_WeakMismatch_M	1	Conflict	C	NA	0	NotInduced	NA	NA	FALSE
LPAR6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LPCAT2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
LPGAT1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
LPIN1	1	G22	G22_200000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LPL	3	G22:L17:M19	G22_110000000:L17_M27_U:M19_2_Weak_M	2	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
LRCH4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRFN4	2	G21_SB:G21_TCPOBOP	G21_SB_Female_AC_1:G21_TCPOBOP_Down_AC_0_FC_1	1	SexBiased_Female	F	00002	1	Induced_Female_Down_T27	F_D_T27	0000000001	FALSE
LRG1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_0_FC_2:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	F_D_T27,M_D_T27	0000000011	FALSE
LRIG3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRIT1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRP1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_1_FC_2:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0000100011	FALSE
LRP10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRP2	1	M19	M19_0_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
LRP2BP	3	G21_SB:G22:M19	G21_SB_Female_AC_1:G22_220000000:M19_0_Weak_F	3	SexBiased_Female	F	00020	0	NotInduced	NA	NA	FALSE
LRP3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRP4	1	G22	G22_010000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
LRRC14	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRRC14B	2	G21_TCPOBOP:G22	G21_TCPOBOP_Up_AC_0_FC_3:G22_100000000	1	SexBiased_Male	M	NA	1	Induced_Female_Up_T27	F_U_T27	0000022200	FALSE
LRRC16A	2	L17:M19	L17_M27_D:M19_0_Robust_M	1	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
LRRC25	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LRRC3	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_3	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001011	FALSE
LRRC41	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRRC42	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRRC45	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRRC46	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_2_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0220020000	FALSE
LRRC47	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRRC57	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LRRC59	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	B_U_T27	0020002000	FALSE
LRRC8E	1	M19	M19_0_WeakMismatch_M	1	Conflict	C	NA	0	NotInduced	NA	NA	FALSE
LRRFIP1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Down_AC_2_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	B_D_T27	0001100010	FALSE
LRRFIP2	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
LRTM1	3	G21_SB:G22:M19	G21_SB_Female_AC_3:G22_220000000:M19_7_Robust_F	3	SexBiased_Female	F	02220	0	NotInduced	NA	NA	FALSE
LRWD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LSAMP	1	G22	G22_002000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LSM11	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	B_D_T27	0000100010	FALSE
LSM14A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LSM14B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LSM2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LSM4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LSM8	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
LSS	2	G21_TCPOBOP:G22	G21_TCPOBOP_Up_AC_4_FC_0:G22_220000000	1	SexBiased_Female	F	NA	1	Induced_Male_Up_T27	M_U_T27	0222200000	FALSE
LTA4H	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LTBP2	2	L17:M19	L17_M27_D:M19_0_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
LTC4S	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000100	FALSE
LTN1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LUC7L	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LUC7L2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LUC7L3	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Down_AC_1_FC_0:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	0010000000	FALSE
LY6A	1	M19	M19_3_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LY6D	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
LY6F	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LY75	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
LYPLA1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LYRM2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LYSMD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LYSMD3	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_0:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0020000000	FALSE
LYSMD4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LYST	2	G21_SB:M19_SSI	G21_SB_Male_AC_1:M19_SSI	2	Conflict	M,I	00010	0	NotInduced	NA	NA	FALSE
LYZ1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
LYZ2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
LZIC	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LZTFL1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LZTR1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
LZTS2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000011	FALSE
MAB21L3	2	G21_TCPOBOP:G22	G21_TCPOBOP_Up_AC_3_FC_0:G22_010000000	1	SexBiased_Male	M	NA	1	Induced_Male_Up_T27	M_U_T27	2202000000	FALSE
MACF1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
MACROD1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_3	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	B_D_T27	0000101011	FALSE
MAD1L1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_5:L17_M3_U_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222222222	FALSE
MAD2L1	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MAD2L2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAFB	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000001	FALSE
MAFF	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002200	FALSE
MAFG	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
MAGI1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAGI3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAGT1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAL2	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_3:L17_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222202022	FALSE
MAMDC2	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MAML1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAN1A	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000002000	FALSE
MAN2A1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MANBA	2	L17:M19_SSI	L17_M27_D:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MANF	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_2_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0002202000	FALSE
MANSC1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
MAOB	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MAP1LC3B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAP2K1	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_4_FC_4:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	B_U_T27	0222222220	FALSE
MAP2K2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAP2K4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAP2K5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAP2K6	2	G22:M19_SSI	G22_110000000:M19_SSI	2	Conflict	M,I	NA	0	NotInduced	NA	NA	FALSE
MAP2K7	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAP3K10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAP3K13	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_3_FC_0:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0220200000	FALSE
MAP3K4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAP3K5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAPK4	1	G22	G22_110000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
MAPK6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAPK8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAPK8IP3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAPK9	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAPKAP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAPKAPK2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAPKAPK3	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
MAPKAPK5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAPRE1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MARCH1	1	L17	L17_F3_D	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T3	F_D_T3	NA	FALSE
MARCKSL1-PS4	1	G22	G22_010000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
MARCO	2	G21_SB:M19	G21_SB_Female_AC_4:M19_0_Weak_F	2	SexBiased_Female	F	22220	0	NotInduced	NA	NA	FALSE
MARF1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000022	FALSE
MARK2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MARK4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAS1	3	G22:L17:M19	G22_200000000:L17_M27_D:M19_1_Robust_M	2	Conflict	F,M	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MASP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MASP2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAST3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MASTL	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000002000	FALSE
MAT1A	3	G21_TCPOBOP:L17:M19	G21_TCPOBOP_Down_AC_5_FC_2:L17_M27_D:M19_2_Weak_F	1	SexBiased_Female	F	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	1111101010	FALSE
MAT2A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAT2B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MATR3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAU2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAVS	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MAZ	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MB21D2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MBD1	3	G22:L17:M19	G22_110000000:L17_M27_U:M19_0_Weak_M	2	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MBD6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MBL1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
MBL2	1	M19	M19_4_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MBLAC2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MBNL2	3	G21_TCPOBOP:G22:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_2:G22_110000000:M19_SSI	2	Conflict	M,I	NA	1	Induced_Female_Up_T27	F_U_T27	0000002002	FALSE
MBNL3	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MBTD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MBTPS2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
