Gene	Num_Studies	Studies	Response	SB_count	SB_Response_Summary	SB_Ind_Responses	SB_CellFrac	TCPOBOP_count	TCPOBOP_Response_Summary	TCPOBOP_Ind_Responses	TCPOBOP_CellFrac	Background
DYNC1LI1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DYNC1LI2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
DYNLL1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
DYRK1B	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
DYSF	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_3_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	2220020000	FALSE
E030018B13RIK	2	L17:M19	L17_M3_U:M19_0_Robust_M	1	SexBiased_Male	M	NA	1	Induced_Male_Up_T3	M_U_T3	NA	FALSE
E130309F12Rik	4	G21_SB:G21_TCPOBOP:G22:M19	G21_SB_Female_AC_3:G21_TCPOBOP_Down_AC_0_FC_2:G22_220000000:M19_NA_Robust_F	3	SexBiased_Female	F	22200	1	Induced_Female_Down_T27	F_D_T27	0000011000	FALSE
E130310I04RIK	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	2000000000	FALSE
E130311K13RIK	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
E230016M11RIK	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_2_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	B_D_T27	0010101000	FALSE
E2F2	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_4:L17_M3_U_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Up_Both	B_U_T27,M_U_B	2222222022	FALSE
E2F5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
E2F6	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
E2F8	1	M19	M19_0_WeakMismatch_M	1	Conflict	C	NA	0	NotInduced	NA	NA	FALSE
EAPP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EARS2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EBNA1BP2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ECD	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ECH1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
ECHDC1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_2:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2222202020	FALSE
ECHDC2	1	M19	M19_1_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ECHDC3	2	L17:M19	L17_M27_D:M19_1_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ECI2	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ECI3	4	G21_SB:G21_TCPOBOP:G22:M19	G21_SB_Female_AC_5:G21_TCPOBOP_Down_AC_0_FC_4:G22_220000000:M19_NA_Robust_F	3	SexBiased_Female	F	22222	1	Induced_Female_Down_T27	F_D_T27	0000010111	FALSE
ECSIT	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ECT2	4	G21_TCPOBOP:G22:L17:M19	G21_TCPOBOP_Up_AC_4_FC_5:G22_020000000:L17_M27_U_F3_U:M19_0_Weak_F	2	SexBiased_Female	F	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2220222222	FALSE
EDA2R	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
EDC3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EDC4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EDEM3	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0020000000	FALSE
EDF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EDNRB	1	G22	G22_022000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
EEF1B2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EEF1G	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EEF2KMT	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EEPD1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_2_FC_3	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0020202022	FALSE
EFEMP1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
EFNA1	2	L17:M19_SSI	L17_M27_D:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
EFNB1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EFR3A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EFTUD2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EGFL7	1	G22	G22_200000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
EGFR	3	G21_TCPOBOP:G22:M19	G21_TCPOBOP_Down_AC_0_FC_1:G22_222220222:M19_0_Robust_M	2	Conflict	F,M	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
EGR1	3	G21_TCPOBOP:G22:M19	G21_TCPOBOP_Down_AC_1_FC_1:G22_020000000:M19_1_WeakMismatch_F	2	Conflict	F,C	NA	1	Induced_Male_Down_T27	B_D_T27	1000000001	FALSE
EHHADH	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
EI24	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
EIF1AD	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF1AX	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
EIF1B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF2A	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
EIF2AK2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF2B2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF2B5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF2S1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF2S3X	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
EIF2S3Y	3	G21_SB:G22:M19	G21_SB_Male_AC_5:G22_111110011:M19_2_Robust_M	3	SexBiased_Male	M	11111	0	NotInduced	NA	NA	FALSE
EIF3A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF3C	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF3E	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF3F	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF3G	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF3I	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF3M	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF4A1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0000200000	FALSE
EIF4A2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
EIF4A3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF4E	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF4E2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF4E3	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
EIF4EBP1	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000011	FALSE
EIF4EBP3	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_1_FC_2:M19_2_Weak_M	1	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	B_D_T27	1000011000	FALSE
EIF4ENIF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF4G1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF4G2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF4H	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF5A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EIF5B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ELAC2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ELAVL1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ELK4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ELL	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ELL3	3	G21_TCPOBOP:L17:M19	G21_TCPOBOP_Down_AC_5_FC_2:L17_M27_D:M19_1_Weak_F	1	SexBiased_Female	F	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	1111110001	FALSE
ELMO1	2	G21_SB:G22	G21_SB_Female_AC_1:G22_220000020	2	SexBiased_Female	F	00002	0	NotInduced	NA	NA	FALSE
ELMOD3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ELOVL1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_4_FC_2:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2220222000	FALSE
ELOVL2	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_2_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0002202000	FALSE
ELOVL3	5	G21_SB:G21_TCPOBOP:G22:L17:M19	G21_SB_Male_AC_5:G21_TCPOBOP_Up_AC_5_FC_5:G22_110000010:L17_M27_U_F3_U:M19_8_Robust_M	3	SexBiased_Male	M	11111	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222222222	FALSE
ELOVL5	3	G22:L17:M19	G22_220000002:L17_F3_D:M19_2_Weak_F	2	SexBiased_Female	F	NA	1	Induced_Female_Down_T3	F_D_T3	NA	FALSE
ELOVL6	3	G21_TCPOBOP:G22:M19	G21_TCPOBOP_Up_AC_5_FC_0:G22_220000000:M19_1_Weak_F	2	SexBiased_Female	F	NA	1	Induced_Male_Up_T27	M_U_T27	2222200000	FALSE
ELP2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ELP5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EMC1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EMC2	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_0_FC_1:M19_SSI	1	SSI	I	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
EMC3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EMC4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EMC6	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_0:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
EMC7	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EMC8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EMC9	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EMILIN2	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
EML2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
EML3	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
EML4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EMP2	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_0_FC_1:M19_4_Robust_F	1	SexBiased_Female	F	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
EMR1	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ENHO	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_0_FC_4:M19_1_WeakMismatch_M	1	Conflict	C	NA	1	Induced_Female_Down_T27	F_D_T27	0000011110	FALSE
ENOX1	1	G22	G22_200000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ENPP1	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ENPP2	2	G21_SB:G21_TCPOBOP	G21_SB_Male_AC_1:G21_TCPOBOP_Down_AC_2_FC_0	1	SexBiased_Male	M	00001	1	Induced_Male_Down_T27	M_D_T27	0001100000	FALSE
ENPP3	3	G21_SB:G22:M19	G21_SB_Male_AC_3:G22_100000000:M19_0_Robust_M	3	SexBiased_Male	M	01101	0	NotInduced	NA	NA	FALSE
ENPP6	2	G22:M19	G22_110000000:M19_1_WeakMismatch_M	2	Conflict	M,C	NA	0	NotInduced	NA	NA	FALSE
ENSA	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ENTPD5	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_1_FC_3:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	B_U_T27	0002002022	FALSE
ENTPD8	2	G21_TCPOBOP:G22	G21_TCPOBOP_Down_AC_0_FC_1:G22_020000000	1	SexBiased_Female	F	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
ENY2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EP300	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EP400	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EPAS1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
EPB41L1	1	G22	G22_100000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
EPHB2	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000100	FALSE
EPHB4	2	G22:M19_SSI	G22_010000000:M19_SSI	2	Conflict	M,I	NA	0	NotInduced	NA	NA	FALSE
EPHB6	2	G22:M19	G22_100000000:M19_0_Weak_F	2	Conflict	M,F	NA	0	NotInduced	NA	NA	FALSE
EPHX1	5	G21_SB:G21_TCPOBOP:G22:L17:M19	G21_SB_Male_AC_4:G21_TCPOBOP_Up_AC_4_FC_5:G22_110000001:L17_M27_U:M19_1_Weak_M	3	SexBiased_Male	M	10111	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2022222222	FALSE
EPHX2	1	M19	M19_2_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
EPM2AIP1	2	L17:M19_SSI	L17_M27_U:M19_SSI	1	SSI	I	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
EPN1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ERBB3	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0020000000	FALSE
ERC2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002002	FALSE
ERCC2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ERCC3	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_4_FC_2	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0222202020	FALSE
ERCC5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ERCC6L	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000000200	FALSE
ERCC6L2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ERMP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ERN1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_4:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0020022202	FALSE
ERO1L	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ERO1LB	1	M19	M19_2_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ERP44	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ERRFI1	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_0_FC_1:M19_2_WeakMismatch_F	1	Conflict	C	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
ESCO1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ESCO2	3	G21_TCPOBOP:G22:L17	G21_TCPOBOP_Up_AC_0_FC_3:G22_010000000:L17_M27_U	1	SexBiased_Male	M	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000022020	FALSE
ESD	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ESF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ESPL1	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
ESPN	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
ESR1	2	G21_SB:G22	G21_SB_Female_AC_1:G22_222000000	2	SexBiased_Female	F	00002	0	NotInduced	NA	NA	FALSE
ESRP2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ESRRA	1	G22	G22_010000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
ESRRB	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0100000000	FALSE
ESRRG	3	G21_TCPOBOP:G22:M19	G21_TCPOBOP_Down_AC_1_FC_1:G22_220220022:M19_0_Weak_F	2	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	B_D_T27	0000100010	FALSE
ESYT1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ETF1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ETFBKMT	2	G21_TCPOBOP:M19	G21_TCPOBOP_Up_AC_2_FC_0:M19_NA_Robust_M	1	SexBiased_Male	M	NA	1	Induced_Male_Up_T27	M_U_T27	0220000000	FALSE
ETHE1	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
ETNK2	3	G21_TCPOBOP:L17:M19_SSI	G21_TCPOBOP_Up_AC_2_FC_2:L17_M3_U_F3_U:M19_SSI	1	SSI	I	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_T3	0220022000	FALSE
ETNPPL	3	G21_TCPOBOP:G22:L17	G21_TCPOBOP_Down_AC_0_FC_4:G22_010000000:L17_M27_D	1	SexBiased_Male	M	NA	2	Induced_Both_Down_T27	F_D_T27,M_D_T27	0000011011	FALSE
ETOHI1	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_0:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0020000000	FALSE
ETV6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EVA1A	3	G21_SB:G22:M19_SSI	G21_SB_Male_AC_1:G22_010000000:M19_SSI	3	Conflict	M,I	00001	0	NotInduced	NA	NA	FALSE
EVA1C	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000001	FALSE
EVC	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_1_FC_0:M19_0_Robust_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
EVC2	2	G22:M19	G22_020000000:M19_1_Robust_F	2	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
EVPL	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
EXO1	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
EXOC6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EXOSC3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EXOSC5	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EXOSC8	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_5_FC_5:L17_M27_U_F3_U	0	NotSexBiased	NA	NA	2	Induced_Male_Up_Both	B_U_T27,B_U_B	2222222222	FALSE
EXOSC9	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EXT1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EXTL1	4	G21_SB:G21_TCPOBOP:G22:L17	G21_SB_Male_AC_1:G21_TCPOBOP_Down_AC_4_FC_2:G22_010000000:L17_M27_D	2	SexBiased_Male	M	00010	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	1101101100	FALSE
EYA3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
EZR	2	G21_TCPOBOP:G22	G21_TCPOBOP_Up_AC_0_FC_1:G22_100000000	1	SexBiased_Male	M	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
F11	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_2_FC_4:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0110011101	FALSE
F2R	2	L17:M19	L17_M27_U:M19_6_Weak_M	1	SexBiased_Male	M	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
F2RL2	1	G22	G22_010000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
F8	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
F830016B08RIK	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000010	FALSE
FAAH	1	L17	L17_F3_D	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T3	F_D_T3	NA	FALSE
FABP1	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
FABP12	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
FABP4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
FABP5	4	G21_TCPOBOP:G22:L17:M19	G21_TCPOBOP_Down_AC_4_FC_5:G22_020000000:L17_M27_D:M19_0_WeakMismatch_M	2	Conflict	F,C	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	1111011111	FALSE
FADS1	3	G21_TCPOBOP:L17:M19	G21_TCPOBOP_Up_AC_0_FC_1:L17_M27_U:M19_3_Weak_F	1	SexBiased_Female	F	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000002000	FALSE
FADS2	1	M19	M19_2_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
FADS6	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
FAF2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
FAHD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
